,mfcc
1215,"[-556.122      102.61827     -2.2647605   11.365165     8.927572
   14.667044    -9.773559     2.0774775   -9.669526    -7.593618
   -6.6406155    1.04868     -2.087149 ]"
1216,"[-466.719        91.99693     -14.89468       4.454102     10.880978
    9.13181     -17.15534      -0.82731265   -4.1948843   -10.089895
  -13.114793      1.1446283    -3.5290465 ]"
1217,"[-476.80096     92.29483    -17.253843     5.314229     9.43523
   12.564459   -16.029425    -1.5969615   -1.1873704  -11.553828
  -12.873352     1.7788383   -3.2033489]"
1218,"[-496.40027      91.06429      -5.102524      5.628441      9.133044
   11.250374    -14.372063     -0.89091283   -7.1354666    -8.518194
  -10.665047      3.341688     -4.2053876 ]"
1219,"[-451.729        87.95635     -12.632116      5.000962      8.913655
    7.303319    -16.24652      -2.2479265    -5.742445    -10.245517
  -13.870014      0.90148747   -3.7476847 ]"
1220,"[-613.81506    115.31987      5.4281044   25.100922    12.28181
   18.742311   -13.74803     13.641705    -7.5545278   -8.718909
   -7.9677057   -1.8110522   -1.5036906]"
1221,"[-619.1372     114.029625     5.94243     29.232126    12.580877
   16.200874   -14.044945    15.008862    -7.309243    -5.1092525
   -5.9039607   -4.4821815   -3.457319 ]"
1222,"[-585.14545    103.803795     4.769606    23.284979    11.3239765
   15.030276    -9.377567    12.723037    -9.137692    -8.696928
   -5.709559     1.6399071   -0.8040347]"
1223,"[-5.9905829e+02  1.0944679e+02  3.6706072e-01  2.2129801e+01
  1.1300084e+01  1.7208838e+01 -1.1522237e+01  1.2871372e+01
 -8.0775194e+00 -8.2579145e+00 -8.5259771e+00 -6.0848810e-02
 -2.5542824e+00]"
1224,"[-481.4901     113.893684   -17.80262      6.9119587   11.48784
   19.040476   -15.835316   -15.463291    -6.1988387  -10.820102
  -25.778568    -4.681593     2.6389396]"
1225,"[-488.41943    111.62744    -15.593747     7.949411    10.389826
   19.34628    -15.255328   -15.014316    -7.6344543  -13.324971
  -24.657469    -2.4356234    4.0163794]"
1226,"[-506.06256    110.31614     -8.718744    10.51412     15.93205
   19.139822   -17.469278    -5.2967043   -5.1298475  -18.904459
  -16.65837     -0.9530205   -1.712699 ]"
1227,"[-527.13904     115.71867     -13.046126     12.119734     11.9401865
   21.994791    -15.714398     -6.6269403    -4.7897825   -14.05656
  -17.804714     -1.2230238     0.94169664]"
1228,"[-4.1344547e+02  9.6876831e+01 -2.2985188e+01  1.1098221e+01
  1.0291558e+01  1.2965354e+01 -2.0410820e+01  2.1302995e-01
 -2.8646221e+00 -1.5409508e+01 -1.5603062e+01  2.8479211e+00
 -2.2715845e+00]"
1229,"[-432.22256     95.74566    -18.717484    10.209023    11.277905
   14.896333   -18.768751     1.8806052   -1.5054733  -14.435444
  -14.7593565    2.645258    -1.9682617]"
1230,"[-3.9002313e+02  8.1585670e+01 -1.4828170e+01  1.1331509e+01
  7.9441624e+00  9.8525610e+00 -1.7798626e+01 -1.8548702e-01
 -2.3431084e+00 -1.3712389e+01 -1.4334513e+01 -1.6248869e+00
 -2.1432676e+00]"
1231,"[-423.52805     88.58744    -17.821392    12.474472     9.492693
   13.393483   -18.76038      1.7580692   -3.3759701  -14.7608595
  -15.206191     2.8437393   -2.7382798]"
1232,"[-315.25284     92.54929    -27.216265     4.001151     7.932656
   11.211767   -22.673758    -6.423766    -0.6674227  -12.617062
  -14.492544     1.9425178   -1.8199687]"
1233,"[-322.3023      96.95944    -35.42235      2.6868453    5.5127473
   13.565497   -22.635637    -3.8462772   -8.547866   -11.188461
  -18.940765     2.8424428   -3.7902868]"
1234,"[-365.8593      81.03704    -22.70402      6.6905384    4.37799
   10.4166765  -19.355267    -1.6588749   -5.550549   -16.607847
  -14.208921     0.4835733   -3.3819838]"
1235,"[-3.3381158e+02  8.0623947e+01 -2.9304697e+01  5.9055758e+00
  4.7967649e+00  1.0260866e+01 -2.2550449e+01 -4.2522588e+00
 -6.0887418e+00 -1.4360443e+01 -1.5580356e+01 -1.4068109e-01
 -3.6365466e+00]"
1236,"[-5.65843018e+02  9.63817520e+01 -2.96521473e+00  1.43496599e+01
  1.21625242e+01  1.39461737e+01 -1.20695915e+01  5.20753717e+00
 -4.60822964e+00 -7.97578955e+00 -8.36363125e+00  2.16065001e+00
 -3.45969170e-01]"
1237,"[-560.9027      97.03068     -5.753515    12.32213     10.020313
   13.496576   -13.825583     5.785138    -6.55283     -7.701425
   -8.766251     2.4913847   -1.3136944]"
1238,"[-551.073       93.19423     -2.7986577   15.787151     7.820266
   19.9699     -10.947306     9.371337    -7.473028    -6.452799
   -6.6997676    3.4846075   -1.9604353]"
1239,"[-5.6025519e+02  8.9471313e+01  4.5695820e+00  1.5657522e+01
  8.6030664e+00  1.2950021e+01 -7.5118976e+00  8.3821049e+00
 -4.4266777e+00 -8.6299124e+00 -5.9281831e+00 -2.4362642e-01
 -3.0797429e+00]"
1240,"[-472.32343      91.16874     -20.76757      10.6567335     6.9030933
   14.823776    -16.126835     -0.8052481    -5.049291     -9.584474
  -11.318981      2.3134692    -0.61763227]"
1241,"[-4.7834943e+02  9.0988449e+01 -1.8536142e+01  1.0774840e+01
  5.2340703e+00  1.4155247e+01 -1.4186027e+01 -1.7876554e+00
 -5.4220295e+00 -7.9997644e+00 -1.3179076e+01  2.7078089e-01
 -2.8719857e-01]"
1242,"[-468.61865     89.888695   -11.081091     9.805465     7.8148036
   14.181106   -12.604322     0.6690834   -6.402616   -10.759484
  -11.842386    -0.9084948   -2.6182446]"
1243,"[-493.6421       80.008995     -6.1665       10.388686      6.5292435
   15.253976    -12.175708      1.8313758    -4.6952653    -7.0153155
  -10.263593     -0.49407282   -4.7571006 ]"
1244,"[-5.4257300e+02  9.7502922e+01 -4.8964829e+00  1.5595163e+01
  1.0771296e+01  1.4668858e+01 -1.4243482e+01  5.6500587e+00
 -1.5607324e+00 -9.8528719e+00 -7.5551109e+00  2.4212089e+00
  1.6226561e-01]"
1245,"[-5.2008289e+02  1.0217473e+02 -9.0803003e+00  1.2932616e+01
  1.2234965e+01  1.7112158e+01 -1.8424385e+01  6.4580417e+00
 -2.5907269e+00 -8.4460459e+00 -8.8074532e+00  2.1003602e+00
 -3.6216825e-01]"
1246,"[-542.5779      89.258766    -6.062196    13.525839     9.295745
   17.325937   -14.618283     1.9891114   -3.906358    -7.769372
   -6.5949516    2.8924472   -2.7983525]"
1247,"[-545.40326      81.59291     -10.156482     13.106721     10.282381
   14.105306    -15.089746      0.91104597   -0.938957     -9.668304
   -7.196329      1.8596334    -1.7047535 ]"
1248,"[-561.4595     109.357506    -9.104036    12.028692     9.88295
   22.976748   -17.344421     7.907597    -2.9838157   -9.148332
   -4.2031784    5.6919274    0.7811792]"
1249,"[-557.14984    105.836586    -7.3730545   13.378627    10.934651
   17.831915   -16.19044     10.270963     0.6514345  -10.511598
   -6.01396      3.1602466    1.1318222]"
1250,"[-531.9873     102.0379     -13.237825    19.496086     8.340859
   19.66541    -17.584963     6.819461    -3.3474455   -7.521978
   -7.826783     6.6632314   -1.7147694]"
1251,"[-556.06976    107.789215    -5.854444    21.709082     9.443458
   22.97976    -14.401407     8.144873    -2.7583773   -6.7685695
   -6.916893     5.7811832    2.1846883]"
1252,"[-5.4637897e+02  8.4257805e+01 -1.5477499e+00  1.0526144e+01
  3.3555746e+00  1.2663551e+01 -1.4487069e+01  7.4619240e-01
 -5.3544936e+00 -9.1893225e+00 -9.4471588e+00  3.6835530e-01
 -5.0569582e+00]"
1253,"[-559.07263     78.12037     -1.7648721   11.66666      2.5245912
   11.69022    -12.419349     2.9250388   -3.297377    -7.704026
   -8.913779    -0.9638915   -4.7396774]"
1254,"[-5.4409119e+02  7.3125015e+01 -6.6651254e+00  9.6445646e+00
  2.7809510e+00  1.0302210e+01 -1.2279607e+01  1.8687350e+00
 -6.9729719e+00 -8.4437399e+00 -8.5608749e+00 -2.2044116e-01
 -6.3764172e+00]"
1255,"[-5.1544269e+02  7.5438629e+01  3.9954248e-01  1.2663341e+01
  2.3312752e+00  1.0178144e+01 -1.1399964e+01  7.4462193e-01
 -3.1652055e+00 -9.6751194e+00 -6.2915230e+00 -8.8941413e-01
 -6.0064306e+00]"
1256,"[-502.47824     75.32494     -9.94924     12.717274     2.9335232
   10.418261   -14.045061    -2.0163498   -5.0048037   -9.828555
  -12.881546     1.2993221   -5.7643456]"
1257,"[-5.0550610e+02  8.5953331e+01 -1.3509831e+01  1.2596346e+01
  3.6337242e+00  9.6145868e+00 -1.6775827e+01 -1.9426140e+00
 -6.0165668e+00 -8.4127178e+00 -1.4559086e+01  1.1127840e-02
 -5.9576936e+00]"
1258,"[-5.3575488e+02  7.3852539e+01 -1.0146218e+01  1.2659775e+01
  1.8036749e+00  1.2718384e+01 -1.2739437e+01  4.7949100e-01
 -6.3708696e+00 -1.2223026e+01 -1.0233618e+01  4.0994344e+00
 -4.5420241e+00]"
1259,"[-506.00082      68.63093     -10.477607     16.483366      0.86974156
   11.041612    -12.061046     -0.8761327    -6.012926    -10.864435
  -10.197652      1.1369658    -5.6606016 ]"
1260,"[-6.9629419e+02  8.6034744e+01 -2.5780401e-01  1.3681627e+01
 -7.1835766e+00  1.6201351e+01 -1.3859978e+01  4.9229689e+00
 -9.2709389e+00 -6.4350576e+00 -9.8276310e+00 -3.2117751e+00
 -3.7610593e-01]"
1261,"[-6.6531311e+02  6.8240471e+01 -1.6829940e+00  1.1885779e+01
 -6.1464305e+00  1.4956743e+01 -1.2418753e+01 -7.6313603e-01
 -9.9062433e+00 -7.0376401e+00 -7.4163342e+00 -2.6123390e+00
 -5.3108996e-01]"
1262,"[-6.7976715e+02  8.2429794e+01  4.5128122e-01  1.2558850e+01
 -9.3806334e+00  1.6497341e+01 -1.2855962e+01  1.8546472e+00
 -1.5059372e+01 -7.2416544e+00 -8.3568134e+00 -6.0851578e-02
 -1.1594932e+00]"
1263,"[-6.8399445e+02  7.3685928e+01  1.1455587e+00  1.3305074e+01
 -7.6009679e+00  1.7166019e+01 -1.0646048e+01  5.2790279e+00
 -1.2289566e+01 -7.6089067e+00 -7.4479284e+00  1.1988711e-01
 -7.4098575e-01]"
1264,"[-7.0720551e+02  7.2257607e+01 -1.3146360e-01  1.8492296e+01
 -6.1860118e+00  1.6164246e+01 -1.1817491e+01  1.8670897e+00
 -1.0952969e+01 -3.6426804e+00 -6.5358143e+00 -2.7452526e+00
 -8.9473701e-01]"
1265,"[-6.9099829e+02  7.5980370e+01  8.1667393e-02  1.1861210e+01
 -1.8670369e+00  1.3822657e+01 -1.0114866e+01  3.0242934e+00
 -9.5577383e+00 -5.0103617e+00 -6.8700709e+00 -5.8323240e-01
  4.6242538e-01]"
1266,"[-6.8137622e+02  7.3702835e+01  1.0556829e+00  1.2535328e+01
 -7.8066592e+00  1.4215375e+01 -1.2139942e+01  1.1022180e+00
 -1.4347631e+01 -4.1318812e+00 -6.6861801e+00  1.1215881e-01
 -1.7770914e+00]"
1267,"[-679.26013     71.02909     -1.1417156   11.603649    -5.123324
   15.100764    -6.8270574    4.0931516  -13.175299    -7.3138633
   -6.1978927    2.6707458   -1.0001764]"
1268,"[-674.7425       79.51412      -5.7880845    15.675793     -4.3734317
   16.00135     -12.241481      4.076207     -9.659287     -2.034841
   -6.204261     -0.83426833   -0.72455156]"
1269,"[-6.65082764e+02  8.00302048e+01 -3.30700541e+00  1.84385185e+01
 -7.68191290e+00  1.40227585e+01 -1.48330078e+01  2.45076203e+00
 -1.19515018e+01 -8.88008952e-01 -6.82405233e+00 -4.01158864e-03
 -3.16809511e+00]"
1270,"[-679.508       95.56532    -10.261151    11.043094   -11.572846
   13.671073    -9.472359     5.369937   -13.730914    -7.500605
   -8.3776865    1.8055997   -1.3214773]"
1271,"[-6.6335498e+02  9.0935158e+01 -6.4240017e+00  1.6817240e+01
 -9.5477743e+00  1.4782666e+01 -1.3242216e+01  5.2875109e+00
 -1.5167716e+01 -7.6810703e+00 -8.3634958e+00  3.3490073e-02
 -1.5411767e+00]"
1272,"[-623.45715     86.78891     -5.396528     6.356356    -4.9771657
   14.637179   -12.338643    -1.1241562  -14.108658    -7.522401
   -8.478537    -1.7246875   -4.1285048]"
1273,"[-6.4451178e+02  7.8292664e+01 -1.3552141e+01  1.1239698e+00
 -5.3283577e+00  1.3291653e+01 -1.4709317e+01 -3.1537933e+00
 -1.3045247e+01 -9.2440901e+00 -7.3632255e+00 -2.3930039e-01
 -5.3678980e+00]"
1274,"[-639.6055       73.178215     -5.4578857     8.774133     -8.584646
   11.774597    -14.087552     -2.2660096   -14.111175     -8.331459
   -9.103927      0.70303255   -4.83804   ]"
1275,"[-6.4210571e+02  7.3726135e+01 -2.2192011e+00  7.9826293e+00
 -9.9115267e+00  1.5044656e+01 -1.1480130e+01 -3.9669281e-01
 -1.3631444e+01 -6.9202008e+00 -7.8611331e+00  3.2133877e-01
 -3.5281191e+00]"
1276,"[-483.12408     64.49035    -22.591442    -5.087131   -12.151755
    2.398063   -17.676538   -10.299509   -12.589493   -12.338388
  -13.726306    -1.3003283   -5.931303 ]"
1277,"[-4.8291797e+02  6.9300179e+01 -1.7584579e+01  1.8849318e-01
 -1.1158286e+01  9.4324455e+00 -1.8018431e+01 -9.1948128e+00
 -1.6523149e+01 -1.0249239e+01 -1.4057082e+01 -6.9592303e-01
 -7.0312958e+00]"
1278,"[-483.31482     52.871883   -10.238783     4.7178884  -15.884198
    9.3565445  -16.9147      -5.924247   -16.515398   -11.766602
  -15.626066     2.1065292  -12.372883 ]"
1279,"[-496.0549      70.91656    -18.448154    -1.4239963  -15.834984
   11.957908   -21.2364      -7.234865   -16.869053   -13.323482
  -13.484331     2.0638673   -9.825508 ]"
1280,"[-6.5062646e+02  8.1399048e+01 -3.9603667e+00  8.0982685e+00
 -3.7725492e+00  1.4877316e+01 -1.6111904e+01  2.6687267e-01
 -1.2916580e+01 -9.4504089e+00 -8.6223001e+00 -4.0804192e-01
 -2.2307091e+00]"
1281,"[-6.3058575e+02  8.2066910e+01 -6.9952168e+00  4.6879339e+00
 -6.3626809e+00  1.3444362e+01 -1.5778021e+01 -2.2945464e+00
 -1.3874710e+01 -9.7036476e+00 -8.9180861e+00 -2.1482937e-01
 -5.7422912e-01]"
1282,"[-6.2434686e+02  7.4438164e+01 -6.3909230e+00  6.7837205e+00
 -1.0938673e+01  1.2895137e+01 -1.3588712e+01  3.2299605e-01
 -1.6659515e+01 -1.2478970e+01 -7.7578487e+00  4.5380512e-01
 -7.1558535e-01]"
1283,"[-615.4026      76.11615     -4.1183743    7.4302473  -13.337727
   12.64617    -13.024671     1.2181989  -16.910513   -12.59403
   -8.516391     0.6407129   -2.523656 ]"
1284,"[-615.6072      82.98734     -8.690146     5.6858516   -5.4997525
   11.756      -13.964006    -3.2174911  -12.21362     -9.975526
  -11.617195    -1.2434337   -2.863885 ]"
1285,"[-602.8776      73.68188    -13.71583      6.593398    -2.3602226
    9.6525     -16.438908    -6.5527916  -13.608698   -10.392574
  -10.035395    -3.5728734   -4.4861774]"
1286,"[-623.60596     73.00282     -6.1399384   11.718298   -11.189391
   13.453421   -11.639084    -2.819191   -15.524096   -12.363478
  -12.584885    -1.5564841   -4.118849 ]"
1287,"[-602.71173     77.1003      -9.497235    14.947147    -4.8791704
   14.522989   -14.989463    -3.002752   -13.403644    -8.816082
  -13.985188    -3.1811872   -4.858713 ]"
1288,"[-579.0768      67.72435     -1.327236     8.228817    -3.3978055
    6.4736605  -14.261308    -2.031787   -11.126023    -6.617954
  -10.245403    -1.0269499   -0.7368641]"
1289,"[-6.0436548e+02  7.6771736e+01 -1.0515202e+00  1.1051306e+01
 -5.5188737e+00  8.2377138e+00 -1.5372467e+01 -1.6327841e+00
 -9.0685434e+00 -5.9144988e+00 -1.0430378e+01 -1.2697750e+00
 -4.0179491e-01]"
1290,"[-5.6115985e+02  7.6617043e+01 -9.6328363e+00  7.9504905e+00
 -1.0509660e+01  7.9819412e+00 -1.6172373e+01 -1.2575719e+00
 -1.3045927e+01 -7.9000335e+00 -1.2507382e+01  8.5790776e-02
 -9.8459595e-01]"
1291,"[-524.605       81.31506     -9.475005    10.5254545   -8.898334
    7.084059   -17.950665    -1.7340875  -12.884728   -11.456923
  -15.081735    -2.6841269   -2.6632774]"
1292,"[-459.5187      68.23567    -22.610283     4.240345    -8.175684
    3.68567    -21.80697     -4.6896806  -11.938954   -11.980199
   -9.690969    -1.1446427   -7.067813 ]"
1293,"[-474.2801      70.33135    -17.496264     1.488035    -8.326116
    3.1695035  -18.63362     -5.045392   -10.860541   -10.760609
  -14.144458    -0.8042458   -5.0280023]"
1294,"[-397.71704     62.17965    -24.4651       5.985481   -12.379347
    3.493843   -23.67708     -3.06699    -14.694321   -16.818386
  -16.769106    -1.5542586   -8.478681 ]"
1295,"[-401.36456     64.86748    -31.847008     3.9879994  -15.077672
    2.8600426  -27.20336     -2.839038   -17.589273   -16.84953
  -16.747097    -0.9199566   -6.6166573]"
1296,"[-580.9192      68.34243    -17.83369      7.8648987   -4.722328
   10.747426   -18.485058    -4.7743397  -15.809142   -10.320251
   -9.754106    -1.9237285   -6.0216494]"
1297,"[-568.9271      71.584076   -15.205252     8.059388    -4.697111
   10.654005   -17.368279    -4.684013   -13.41679     -9.338688
  -11.494055    -2.1145887   -4.8410563]"
1298,"[-553.1601      79.91153    -25.485214     7.5080767   -8.307461
    9.8745775  -20.295326    -2.621348   -20.542154   -13.699464
   -8.117895    -1.6979023   -6.0815353]"
1299,"[-5.6732239e+02  6.8709839e+01 -1.5290054e+01  5.2353797e+00
 -8.3973780e+00  1.0024664e+01 -1.6474777e+01 -6.1798649e+00
 -1.5047308e+01 -1.2628642e+01 -7.9535785e+00  3.6836225e-01
 -4.0813627e+00]"
1300,"[-502.17422     57.20657    -28.88059      2.0903494  -14.105899
   -0.8935464  -17.979351   -11.525609   -15.090284   -11.175746
  -12.271612    -2.1973557  -10.288844 ]"
1301,"[-489.29718     52.528774   -28.069408     3.2338805  -10.889069
    1.1419699  -17.205645    -9.959828   -14.781497   -12.69427
   -9.852346    -3.9048936  -11.087167 ]"
1302,"[-468.1098      48.922245   -29.399206     1.2005997  -11.218756
    3.4408767  -21.92233    -13.205481   -18.390707   -12.727433
  -12.715936    -2.2220528  -13.371303 ]"
1303,"[-467.63385      47.60685     -31.705267      0.76278204  -13.092123
    1.1215885   -19.853558    -13.7235365   -15.822534    -13.110396
  -12.811169     -2.3546367   -12.4826975 ]"
1304,"[-579.04486     77.47102    -10.370903     2.7013924   -3.653457
    4.737542   -14.500978    -4.07118    -11.598905    -6.1811185
  -10.475241    -2.27331     -2.5482965]"
1305,"[-5.92777832e+02  9.48456955e+01 -9.60800838e+00  1.24305755e-01
 -6.02699757e+00  9.22750473e+00 -1.71323376e+01 -3.33841634e+00
 -1.30279961e+01 -3.56824374e+00 -1.44904747e+01 -3.19742441e+00
  1.89846742e+00]"
1306,"[-5.9270728e+02  8.6843506e+01 -1.0354711e+01  8.5509100e+00
 -8.2900867e+00  1.2174515e+01 -1.4790506e+01 -6.4002604e+00
 -1.4447756e+01 -5.7861009e+00 -1.1018246e+01 -2.8553319e-01
 -2.5852258e+00]"
1307,"[-580.92786      86.28409     -10.331458      4.8980474    -4.90154
   10.851599    -15.039636     -2.0686698   -13.554856     -8.320448
  -10.664147      2.0762432    -0.96017694]"
1308,"[-508.9229       81.00213     -18.74883       0.83782816   -5.43888
    6.3403177   -19.99371      -5.6964192   -20.260191     -4.1486454
  -13.001156      1.0753703    -2.0306175 ]"
1309,"[-537.4154      84.13426     -7.9667478    8.205461    -9.527065
    3.4234872  -16.95463     -6.229731   -13.479728    -1.8589606
  -15.871923    -1.7208425    1.1133751]"
1310,"[-535.9165      76.547195   -14.433531     9.277104    -5.9247804
    5.755864   -17.966303    -7.39014    -17.032833    -2.4698033
  -14.8678465    1.474989    -8.48381  ]"
1311,"[-511.47092     80.81474    -13.549646     7.3120584   -5.250315
    6.6862273  -22.732128    -7.9903173  -16.825285    -6.429331
  -14.761139    -0.7892312   -3.2099984]"
1312,"[-598.0089       73.07683      -6.59326      -0.7247902    -9.638973
    6.9699097   -15.811952     -2.8005784   -11.173174     -4.3955293
  -12.047985      0.62391186   -2.9218543 ]"
1313,"[-5.6884930e+02  7.1694244e+01 -1.2727000e+01 -2.1957974e-01
 -1.0007198e+01  3.4397473e+00 -1.7199104e+01 -6.4293141e+00
 -1.2947138e+01 -8.5121536e+00 -1.2605616e+01 -1.5209590e+00
 -5.4198031e+00]"
1314,"[-585.03033     74.49841    -10.519177     2.3627434  -11.337422
    5.305781   -12.559128    -3.953831   -15.385673   -10.98777
  -11.428211     1.1238499   -3.8065572]"
1315,"[-547.6763      66.75009    -15.240714     1.3632447  -12.10467
    5.996746   -13.680149    -5.987714   -15.597522   -13.172949
  -12.802189     1.9845108   -5.586675 ]"
1316,"[-556.10486     66.507095   -14.460942     2.73576    -14.649709
    5.3046875  -16.41587     -5.564811   -12.866267    -9.553249
  -13.007064     2.7099435   -4.949492 ]"
1317,"[-5.0640891e+02  7.1344185e+01 -1.8389933e+01  4.4757974e-01
 -9.6997356e+00  3.8459115e+00 -1.6223528e+01 -6.4088869e+00
 -1.2749556e+01 -1.0509856e+01 -1.0493839e+01  2.2962620e+00
 -5.9620733e+00]"
